Measuring station manager;Measuring station;Processor;Processing date;Subject;Phase;repetition no.;Neck girth;Back neck point to waist;Upper arm girth R;Upper arm girth L;Back neck point to wrist R;Back neck point to wrist L;Across back shoulder width;Bust girth;Waist girth;Hip girth;Thigh girth R;Thigh girth L;Total crotch length;Inside leg height;Lowaist;error
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_53;2;1;389.0;488.2;331.5;331.5;831.2;831.2;455.4;980.6;836.9;1070.3;648.9;648.9;812.0;781.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_53;2;2;389.4;483.7;337.59999999999997;337.59999999999997;813.5;813.5;444.7;1027.5;840.3;1041.8000000000002;649.5999999999999;649.5999999999999;826.3;788.4000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_54;2;1;335.09999999999997;442.0;316.3;316.3;772.9000000000001;772.9000000000001;411.0;1031.5;842.8;1134.0;688.8;688.8;803.5;748.4000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_54;2;2;334.6;445.4;317.8;317.8;770.6999999999999;770.6999999999999;410.90000000000003;1029.3000000000002;843.1;1140.4;693.1999999999999;693.1999999999999;806.9;744.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_55;2;1;339.3;423.8;347.70000000000005;347.70000000000005;738.1;738.1;410.79999999999995;1092.1;943.5;1170.6;707.4;707.4;798.6;672.3000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_55;2;2;336.8;425.79999999999995;351.59999999999997;351.59999999999997;736.3;736.3;408.5;1091.3;941.4;1167.8;713.4000000000001;713.4000000000001;794.2;674.4;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_56;2;1;383.1;463.8;304.7;304.7;810.1999999999999;810.1999999999999;438.7;1000.3;856.5999999999999;967.6999999999999;582.8;582.8;767.8;786.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_56;2;2;384.09999999999997;465.0;305.5;305.5;811.5;811.5;440.6;1007.8;862.8;968.0;579.6;579.6;761.5;782.4;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_57;2;1;330.5;423.29999999999995;265.2;265.2;744.5;744.5;375.6;818.4000000000001;648.1999999999999;952.0;559.8;559.8;684.0;731.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_57;2;2;327.5;423.0;262.3;262.3;746.2;746.2;371.9;795.6999999999999;629.0;956.8000000000001;567.6;567.6;687.9000000000001;732.6999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_58;2;1;387.5;469.09999999999997;321.4;321.4;788.6;788.6;435.20000000000005;1034.0;851.5999999999999;973.1;588.6999999999999;588.6999999999999;778.5;759.3000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_58;2;2;386.9;467.2;320.7;320.7;789.5;789.5;435.7;1024.2;826.2;975.9000000000001;594.6;594.6;778.8;760.1999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_59;2;1;385.90000000000003;475.7;320.3;320.3;830.8;830.8;448.40000000000003;1032.9;859.0999999999999;997.4;616.1;616.1;804.9;821.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_59;2;2;386.2;477.2;318.0;318.0;822.2;822.2;449.79999999999995;1033.4;855.1999999999999;990.9000000000001;609.4;609.4;800.9000000000001;813.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_60;2;1;330.3;436.2;284.7;284.7;760.4000000000001;760.4000000000001;386.59999999999997;886.9;710.4000000000001;1022.2;606.3000000000001;606.3000000000001;732.0;742.9000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_60;2;2;329.0;437.29999999999995;285.7;285.7;754.5;754.5;385.09999999999997;881.4;704.8000000000001;1029.4;619.2;619.2;739.5;738.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_61;2;1;387.70000000000005;468.1;318.2;318.2;779.5;779.5;439.3;997.8;840.1;1006.8000000000001;608.3;608.3;767.6999999999999;724.0999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_61;2;2;388.0;464.7;319.8;319.8;780.5;780.5;440.0;1007.4;839.2;1003.5;612.0;612.0;769.8000000000001;726.2;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_62;2;1;328.40000000000003;438.6;256.4;256.4;762.8;762.8;377.2;805.6999999999999;626.9;955.1999999999999;561.5;561.5;703.0;758.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_62;2;2;328.7;441.0;252.89999999999998;252.89999999999998;760.3;760.3;378.1;806.5;628.0;952.4;560.7;560.7;704.5;752.3000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_63;2;1;330.5;425.6;257.8;257.8;734.2;734.2;373.9;854.0;695.3;952.9000000000001;560.5;560.5;699.8000000000001;710.1999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_63;2;2;334.09999999999997;425.5;261.0;261.0;730.0;730.0;380.6;849.7;671.4;947.6;567.8;567.8;683.3;717.9000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_64;2;1;393.2;486.5;350.3;350.3;822.6;822.6;465.7;1123.5;968.4000000000001;1086.3;652.8;652.8;820.6;762.3000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_64;2;2;394.0;484.79999999999995;346.70000000000005;346.70000000000005;825.1;825.1;463.6;1103.6;969.2;1090.4;654.2;654.2;823.7;762.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_65;2;1;335.5;422.5;312.0;312.0;755.1;755.1;399.4;988.9;826.7;1068.8;630.5;630.5;740.6999999999999;711.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_65;2;2;336.0;424.4;312.5;312.5;751.9;751.9;400.4;979.2;814.3000000000001;1074.4;633.9;633.9;742.9000000000001;708.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_66;2;1;390.5;469.3;325.4;325.4;776.5999999999999;776.5999999999999;433.0;1006.7;847.0999999999999;1012.9000000000001;625.4;625.4;796.8000000000001;735.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_66;2;2;388.9;466.9;324.09999999999997;324.09999999999997;777.0999999999999;777.0999999999999;431.5;1012.6999999999999;842.3000000000001;1010.3;623.3;623.3;792.6999999999999;736.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_67;2;1;383.29999999999995;459.6;295.3;295.3;744.9;744.9;417.1;929.5999999999999;760.5;943.0;564.9;564.9;725.0;705.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_67;2;2;384.7;451.5;301.4;301.4;739.5;739.5;414.7;943.9;755.3;934.8000000000001;574.2;574.2;741.8000000000001;705.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_68;2;1;338.29999999999995;432.1;269.6;269.6;779.9;779.9;395.4;999.9;837.8;974.5999999999999;540.2;540.2;717.4;755.6999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_68;2;2;338.2;432.70000000000005;275.4;275.4;771.3;771.3;397.2;979.8000000000001;803.8;988.0;559.7;559.7;714.5999999999999;750.1999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_69;2;1;334.7;423.8;292.0;292.0;739.4;739.4;388.1;945.6;797.8;1038.7;608.0;608.0;733.5;683.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_69;2;2;334.0;424.3;296.2;296.2;739.0;739.0;388.6;945.0;794.7;1039.5;609.0;609.0;728.7;685.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_70;2;1;404.0;518.6999999999999;383.2;383.2;914.3000000000001;914.3000000000001;502.1;1275.4;1253.1;1204.8;723.1;723.1;968.8;865.9000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_70;2;2;403.8;513.4000000000001;384.09999999999997;384.09999999999997;917.6;917.6;501.4;1265.9;1255.6;1208.8;732.9000000000001;732.9000000000001;980.5;869.7;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_71;2;1;345.09999999999997;444.09999999999997;383.1;383.1;785.3;785.3;437.29999999999995;1253.7;1131.3;1320.0;766.4;766.4;897.5;687.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_71;2;2;340.3;444.7;382.1;382.1;774.7;774.7;431.9;1212.3;1076.7;1310.8000000000002;776.5;776.5;884.2;685.9000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_72;2;1;381.70000000000005;470.6;292.4;292.4;841.3;841.3;429.5;911.9;811.1;975.3;580.5;580.5;772.0;823.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_72;2;2;381.2;467.70000000000005;293.9;293.9;836.5999999999999;836.5999999999999;428.2;915.4000000000001;798.1999999999999;968.0;580.1;580.1;767.0;823.5;;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_03;2;1;295.0;395.0;270.0;;790.0;;420.0;880.0;635.0;935.0;520.0;;680.0;720.0;730.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_03;2;2;300.0;400.0;265.0;;800.0;;405.0;885.0;650.0;935.0;520.0;;695.0;730.0;725.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_02;2;1;375.0;415.0;320.0;;810.0;;465.0;1010.0;860.0;1010.0;570.0;;745.0;770.0;910.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_02;2;2;370.0;415.0;330.0;;820.0;;450.0;1000.0;860.0;1015.0;580.0;;750.0;765.0;920.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_04;2;1;400.0;490.0;325.0;;890.0;;487.5;1080.0;930.0;1095.0;630.0;;760.0;810.0;970.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_04;2;2;395.0;470.0;327.5;;890.0;;480.0;1060.0;930.0;1105.0;645.0;;750.0;815.0;965.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_01;2;1;330.0;407.5;275.0;;750.0;;435.0;880.0;730.0;1080.0;620.0;;750.0;720.0;845.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_01;2;2;335.0;400.0;270.0;;755.0;;430.0;880.0;745.0;1080.0;625.0;;760.0;700.0;820.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_03;2;1;301.0;389.0;257.0;;750.0;;409.0;880.0;665.0;932.0;523.0;;701.0;707.0;744.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_03;2;2;300.0;376.0;263.0;;743.0;;400.0;870.0;659.0;910.0;518.0;;687.0;715.0;705.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_02;2;1;372.0;380.0;343.0;;799.0;;455.0;1024.0;860.0;973.0;580.0;;824.0;785.0;913.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_02;2;2;380.0;390.0;345.0;;795.0;;469.0;1015.0;872.0;990.0;600.0;;819.0;760.0;900.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_04;2;1;396.0;410.0;333.0;;855.0;;485.0;1050.0;912.0;1060.0;631.0;;852.0;820.0;955.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_04;2;2;394.0;443.0;337.0;;848.0;;484.0;1060.0;926.0;1035.0;646.0;;820.0;810.0;969.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_01;2;1;337.0;395.0;293.0;;740.0;;425.0;881.0;741.0;1042.0;622.0;;740.0;740.0;844.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_01;2;2;336.0;405.0;293.0;;740.0;;425.0;889.0;749.0;1040.0;620.0;;764.0;710.0;810.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_06;2;1;400.0;460.0;360.0;;890.0;;480.0;1025.0;875.0;1005.0;600.0;;795.0;755.0;865.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_06;2;2;400.0;465.0;365.0;;880.0;;470.0;1040.0;880.0;1020.0;600.0;;780.0;760.0;880.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_05;2;1;415.0;460.0;365.0;;920.0;;440.0;1137.5;1020.0;1150.0;687.5;;945.0;875.0;1100.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_05;2;2;410.0;460.0;340.0;;915.0;;440.0;1120.0;1025.0;1150.0;675.0;;940.0;860.0;1080.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_08;2;1;340.0;465.0;335.0;;845.0;;425.0;960.0;850.0;1210.0;710.0;;780.0;840.0;970.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_08;2;2;340.0;452.5;330.0;;840.0;;430.0;990.0;865.0;1225.0;730.0;;795.0;820.0;960.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_07;2;1;355.0;415.0;340.0;;760.0;;417.5;1075.0;915.0;1155.0;655.0;;840.0;685.0;1025.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_07;2;2;345.0;430.0;340.0;;770.0;;410.0;1065.0;920.0;1140.0;660.0;;820.0;680.0;980.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_06;2;1;393.0;433.0;353.0;;840.0;;468.0;1052.0;865.0;991.0;620.0;;828.0;782.0;874.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_06;2;2;400.0;463.0;353.0;;845.0;;485.0;1030.0;865.0;985.0;608.0;;770.0;774.0;860.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_05;2;1;410.0;444.0;356.0;;863.0;;449.0;1119.0;1062.0;1115.0;680.0;;933.0;874.0;1110.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_05;2;2;412.0;464.0;360.0;;868.0;;447.0;1118.0;1095.0;1125.0;694.0;;883.0;865.0;1121.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_08;2;1;341.0;428.0;340.0;;813.0;;457.0;939.0;900.0;1180.0;694.0;;810.0;837.0;980.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_08;2;2;345.0;420.0;334.0;;810.0;;440.0;935.0;882.0;1185.0;715.0;;815.0;825.0;962.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_07;2;1;335.0;432.0;350.0;;723.0;;432.0;1055.0;983.0;1145.0;652.0;;792.0;680.0;1030.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_07;2;2;345.0;435.0;345.0;;718.0;;429.0;1060.0;975.0;1145.0;647.0;;795.0;692.0;1020.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_09;2;1;317.5;405.0;290.0;;740.0;;420.0;985.0;795.0;1055.0;650.0;;680.0;710.0;830.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_09;2;2;315.0;400.0;280.0;;760.0;;415.0;990.0;805.0;1030.0;660.0;;670.0;730.0;840.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_10;2;1;320.0;420.0;275.0;;820.0;;445.0;877.5;732.5;1100.0;630.0;;815.0;770.0;890.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_10;2;2;320.0;425.0;280.0;;815.0;;430.0;870.0;745.0;1105.0;630.0;;820.0;765.0;885.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_11;2;1;410.0;435.0;370.0;;860.0;;500.0;1140.0;930.0;1060.0;610.0;;810.0;740.0;950.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_11;2;2;400.0;450.0;370.0;;860.0;;490.0;1115.0;930.0;1050.0;630.0;;820.0;745.0;940.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_12;2;1;370.0;515.0;315.0;;885.0;;450.0;960.0;850.0;1055.0;625.0;;815.0;845.0;880.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_12;2;2;360.0;507.5;310.0;;885.0;;440.0;960.0;835.0;1047.5;620.0;;817.5;830.0;875.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_09;2;1;315.0;363.0;310.0;;710.0;;400.0;980.0;780.0;1035.0;646.0;;703.0;730.0;813.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_09;2;2;322.0;365.0;300.0;;723.0;;413.0;985.0;787.0;1040.0;660.0;;687.0;725.0;835.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_10;2;1;345.0;396.0;295.0;;791.0;;434.0;870.0;790.0;1070.0;610.0;;785.0;753.0;897.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_10;2;2;325.0;398.0;290.0;;790.0;;432.0;860.0;800.0;1061.0;620.0;;785.0;774.0;920.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_11;2;1;400.0;430.0;387.0;;824.0;;496.0;1145.0;932.0;1035.0;640.0;;822.0;765.0;927.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_11;2;2;400.0;417.0;390.0;;815.0;;495.0;1130.0;938.0;1030.0;635.0;;797.0;755.0;945.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_12;2;1;360.0;453.0;322.0;;828.0;;434.0;970.0;849.0;1025.0;635.0;;893.0;860.0;870.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_12;2;2;367.0;456.0;322.0;;829.0;;436.0;980.0;845.0;1020.0;635.0;;831.0;865.0;890.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_13;2;1;395.0;425.0;315.0;;815.0;;440.0;1040.0;940.0;1110.0;670.0;;820.0;735.0;1000.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_13;2;2;375.0;435.0;320.0;;820.0;;445.0;1060.0;945.0;1130.0;655.0;;810.0;740.0;1010.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_16;2;1;385.0;435.0;370.0;;765.0;;432.5;1080.0;970.0;1115.0;690.0;;735.0;705.0;960.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_16;2;2;390.0;410.0;360.0;;790.0;;435.0;1100.0;970.0;1110.0;675.0;;780.0;700.0;980.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_15;2;1;350.0;420.0;320.0;;790.0;;407.5;980.0;835.0;960.0;570.0;;745.0;730.0;840.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_15;2;2;350.0;415.0;335.0;;790.0;;425.0;975.0;830.0;970.0;580.0;;750.0;735.0;830.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_14;2;1;430.0;455.0;365.0;;845.0;;460.0;1060.0;1080.0;1155.0;670.0;;925.0;755.0;1140.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_14;2;2;425.0;445.0;375.0;;865.0;;457.5;1060.0;1085.0;1140.0;680.0;;920.0;735.0;1135.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_13;2;1;365.0;402.0;325.0;;773.0;;450.0;1060.0;955.0;1102.0;660.0;;843.0;747.0;1012.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_13;2;2;360.0;410.0;330.0;;778.0;;460.0;1040.0;965.0;1110.0;670.0;;820.0;760.0;1012.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_16;2;1;375.0;383.0;378.0;;746.0;;437.0;1067.0;970.0;1097.0;690.0;;790.0;733.0;963.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_16;2;2;375.0;391.0;372.0;;742.0;;426.0;1060.0;990.0;1110.0;690.0;;765.0;720.0;970.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_15;2;1;340.0;390.0;335.0;;758.0;;416.0;982.0;855.0;945.0;586.0;;745.0;745.0;873.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_15;2;2;340.0;370.0;332.0;;747.0;;404.0;995.0;840.0;965.0;590.0;;750.0;740.0;875.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_14;2;1;425.0;416.0;382.0;;823.0;;476.0;1110.0;1100.0;1135.0;672.0;;975.0;773.0;1150.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_14;2;2;425.0;410.0;377.0;;823.0;;478.0;1110.0;1097.0;1143.0;710.0;;935.0;770.0;1140.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_20;2;1;385.0;470.0;290.0;;770.0;;430.0;970.0;920.0;950.0;525.0;;760.0;675.0;930.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_20;2;2;395.0;455.0;285.0;;795.0;;432.5;970.0;920.0;955.0;525.0;;800.0;680.0;945.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_17;2;1;315.0;400.0;250.0;;750.0;;387.5;842.5;695.0;935.0;570.0;;680.0;695.0;700.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_17;2;2;330.0;410.0;250.0;;735.0;;395.0;840.0;705.0;965.0;565.0;;670.0;700.0;730.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_18;2;1;340.0;430.0;382.5;;775.0;;425.0;980.0;840.0;1020.0;615.0;;747.5;740.0;900.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_18;2;2;335.0;427.5;295.0;;770.0;;425.0;1000.0;830.0;1040.0;620.0;;757.5;730.0;905.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_19;2;1;397.5;475.0;295.0;;820.0;;455.0;955.0;875.0;930.0;550.0;;720.0;735.0;895.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_19;2;2;385.0;452.5;310.0;;825.0;;460.0;960.0;880.0;940.0;540.0;;730.0;735.0;900.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_20;2;1;380.0;415.0;297.0;;766.0;;438.0;955.0;947.0;947.0;527.0;;835.0;695.0;959.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_20;2;2;385.0;426.0;295.0;;751.0;;444.0;955.0;945.0;950.0;530.0;;805.0;702.0;955.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_17;2;1;315.0;374.0;255.0;;707.0;;390.0;840.0;701.0;935.0;564.0;;702.0;714.0;747.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_17;2;2;328.0;375.0;260.0;;713.0;;393.0;840.0;687.0;940.0;563.0;;695.0;702.0;733.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_18;2;1;340.0;410.0;320.0;;734.0;;425.0;970.0;875.0;1025.0;597.0;;730.0;710.0;930.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_18;2;2;340.0;408.0;322.0;;738.0;;433.0;957.0;865.0;1035.0;598.0;;745.0;710.0;955.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_19;2;1;385.0;413.0;323.0;;784.0;;460.0;965.0;895.0;920.0;558.0;;763.0;764.0;904.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_19;2;2;392.0;423.0;316.0;;793.0;;465.0;968.0;893.0;915.0;562.0;;756.0;753.0;910.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_23;2;1;350.0;425.0;310.0;;835.0;;447.5;980.0;810.0;990.0;570.0;;795.0;805.0;860.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_23;2;2;350.0;440.0;310.0;;840.0;;450.0;1030.0;835.0;990.0;565.0;;785.0;810.0;885.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_21;2;1;330.0;405.0;320.0;;760.0;;410.0;925.0;740.0;1100.0;675.0;;745.0;695.0;810.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_21;2;2;330.0;410.0;310.0;;750.0;;415.0;905.0;740.0;1110.0;670.0;;760.0;690.0;834.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_24;2;1;395.0;420.0;410.0;;825.0;;452.5;1160.0;1020.0;1320.0;750.0;;880.0;705.0;1140.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_24;2;2;390.0;420.0;410.0;;830.0;;450.0;1150.0;1010.0;1295.0;750.0;;880.0;710.0;1120.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_22;2;1;350.0;430.0;285.0;;825.0;;445.0;980.0;830.0;1030.0;585.0;;785.0;700.0;880.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_22;2;2;355.0;430.0;280.0;;820.0;;450.0;960.0;820.0;1025.0;585.0;;765.0;765.0;870.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_23;2;1;355.0;404.0;322.0;;789.0;;434.0;999.0;815.0;970.0;575.0;;810.0;825.0;860.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_23;2;2;365.0;413.0;320.0;;796.0;;445.0;985.0;819.0;977.0;571.0;;814.0;825.0;873.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_21;2;1;335.0;390.0;330.0;;712.0;;395.0;905.0;765.0;1037.0;661.0;;742.0;700.0;814.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_21;2;2;318.0;395.0;334.0;;713.0;;404.0;895.0;778.0;1056.0;675.0;;760.0;698.0;815.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_24;2;1;385.0;400.0;425.0;;765.0;;445.0;1135.0;1087.0;1310.0;760.0;;900.0;732.0;1129.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_24;2;2;390.0;395.0;425.0;;770.0;;447.0;1140.0;1070.0;1300.0;777.0;;890.0;732.0;1120.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_22;2;1;348.0;405.0;295.0;;777.0;;426.0;944.0;841.0;1015.0;590.0;;784.0;790.0;894.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_22;2;2;347.0;413.0;290.0;;778.0;;442.0;950.0;855.0;1010.0;595.0;;787.0;790.0;905.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_28;2;1;350.0;500.0;310.0;;920.0;;445.0;950.0;870.0;1020.0;570.0;;715.0;900.0;850.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_28;2;2;355.0;460.0;310.0;;925.0;;450.0;970.0;840.0;1020.0;575.0;;750.0;905.0;875.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_25;2;1;315.0;375.0;260.0;;740.0;;370.0;875.0;710.0;940.0;580.0;;685.0;750.0;800.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_25;2;2;310.0;375.0;250.0;;755.0;;390.0;860.0;715.0;920.0;570.0;;700.0;740.0;795.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_26;2;1;315.0;415.0;305.0;;765.0;;380.0;925.0;735.0;1025.0;610.0;;735.0;740.0;815.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_26;2;2;320.0;415.0;310.0;;770.0;;400.0;930.0;735.0;1010.0;615.0;;720.0;740.0;765.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_27;2;1;355.0;430.0;265.0;;840.0;;467.5;920.0;715.0;930.0;555.0;;750.0;785.0;780.0;
Expert measurer 1;Expert measurer 1;;20191030;IEEEP2_27;2;2;355.0;435.0;265.0;;830.0;;460.0;910.0;730.0;920.0;555.0;;720.0;780.0;760.0;
Expert measurer 5;Expert measurer 5;;20191030;IEEEP2_28;2;1;344.0;450.0;309.0;;883.0;;430.0;974.0;845.0;1002.0;575.0;;786.0;920.0;870.0;
